case_id,dni,edad,provincia,antiguedad_domicilio_meses,situacion_laboral,antiguedad_laboral_meses,ingresos_mensuales,score_crediticio,deuda_total,cantidad_deudas,cheques_rechazados,tipo_siniestro,frecuencia_siniestros_ultimo_anio,monto_reclamado,repite_domicilio,repite_telefono,cambio_aseguradora_frecuente,denuncia_tardia,siniestro_cerca_vencimiento,testigo_repetido,inconsistencia_ingresos_vs_deuda,inconsistencia_laboral,datos_incompletos,mes_siniestro,trimestre_siniestro,dia_semana_siniestro,fin_de_semana_siniestro,requiere_revision,nivel_riesgo,fraude,split
CASE-00609,24342655,26,neuquen,98,autonomo,25,153792,782,223833,1,1,auto,1,62123,0,0,1,1,0,0,0,0,0,10,4,4,0,0,bajo,0,train_balanced
CASE-00687,26595442,42,santa fe,32,empleado,34,315768,505,0,2,0,hogar,1,339775,0,0,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00951,46970135,18,salta,24,empleado,30,312344,496,173672,1,0,comercio,0,208452,0,0,0,0,1,0,0,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00247,20163944,25,tucuman,11,autonomo,21,278970,662,232597,0,0,lesiones,0,547082,0,0,1,0,1,1,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00984,32635112,35,tucuman,12,empleado,37,336684,715,807,3,0,robo,2,76512,0,0,0,0,0,0,0,0,0,5,2,6,1,0,bajo,0,train_balanced
CASE-00148,32901865,27,santa fe,113,empleado,61,217670,663,47684,2,0,comercio,1,42414,0,0,0,0,0,0,0,0,0,3,1,3,0,0,bajo,0,train_balanced
CASE-00714,40356149,21,tucuman,89,desempleado,1,116848,653,46553,2,0,robo,0,128581,0,1,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00634,43025179,21,cordoba,98,empleado,22,118221,786,229910,2,2,auto,1,185283,0,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00218,24261663,50,salta,63,empleado,39,246940,640,544994,1,0,lesiones,1,842882,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00091,25056093,47,santa fe,80,desempleado,1,182510,660,27802,4,0,comercio,2,190147,0,0,0,0,0,0,0,1,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00273,22744454,54,santa fe,43,monotributista,10,178857,759,23476,2,0,robo,0,125920,0,0,0,0,0,1,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00492,34691224,38,cordoba,56,autonomo,53,679507,673,387152,1,3,auto,1,201818,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00205,27074533,48,caba,51,empleado,60,375467,622,0,2,1,lesiones,1,144351,0,0,0,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00719,33591066,32,caba,60,empleado,12,338858,804,89677,1,1,comercio,1,609651,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00808,32300162,42,buenos aires,117,desempleado,3,25000,480,41598,0,0,robo,0,444788,0,0,0,0,0,0,0,0,0,6,2,3,0,0,bajo,0,train_balanced
CASE-00405,29835484,48,buenos aires,36,autonomo,38,371311,772,498354,1,0,lesiones,0,219956,0,0,0,0,0,0,0,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00467,24416728,60,tucuman,41,empleado,49,288798,619,254353,1,1,auto,0,105386,0,0,0,0,0,0,0,0,0,8,3,4,0,0,bajo,0,train_balanced
CASE-00448,20308293,32,santa fe,44,empleado,43,252138,675,101725,1,1,comercio,1,192628,0,0,0,0,0,0,0,0,0,8,3,4,0,0,bajo,0,train_balanced
CASE-00221,45063367,60,buenos aires,29,desempleado,4,62782,642,113546,4,0,robo,0,197084,0,0,0,0,0,0,0,0,0,8,3,3,0,0,bajo,0,train_balanced
CASE-00710,40599541,34,cordoba,52,monotributista,30,237627,701,115404,1,1,auto,0,80665,0,0,0,0,0,0,0,0,0,10,4,2,0,0,bajo,0,train_balanced
CASE-00619,42490736,24,mendoza,86,autonomo,21,367397,765,579998,3,0,robo,0,175187,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00982,31463588,30,cordoba,18,monotributista,11,215604,627,126828,2,0,lesiones,0,99269,0,0,0,0,0,0,0,0,0,10,4,4,0,0,bajo,0,train_balanced
CASE-00843,23376379,32,tucuman,59,empleado,28,218938,773,203971,3,1,lesiones,0,300840,0,0,0,0,0,0,0,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00989,35442967,37,santa fe,101,monotributista,7,88571,598,60368,1,1,lesiones,0,44359,0,0,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00493,31087811,40,salta,54,empleado,41,220617,781,349106,1,0,comercio,1,308235,0,0,0,0,0,0,0,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00791,23326793,49,tucuman,27,desempleado,1,69151,703,29524,0,0,hogar,2,359697,0,0,0,0,0,0,0,0,0,4,2,3,0,0,bajo,0,train_balanced
CASE-00287,41605192,36,salta,93,autonomo,11,102383,836,74269,3,0,robo,1,274621,0,0,0,0,0,0,0,0,0,4,2,4,0,0,bajo,0,train_balanced
CASE-00062,31952983,45,buenos aires,47,empleado,25,25000,591,7816,4,1,auto,0,36579,0,0,0,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00636,23381281,43,santa fe,41,empleado,50,187415,584,280378,2,0,lesiones,0,420837,0,0,0,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00355,22407777,21,santa fe,16,autonomo,35,273011,534,0,0,0,robo,0,41042,0,0,0,0,0,0,0,0,0,5,2,2,0,0,bajo,0,train_balanced
CASE-00882,42639710,61,cordoba,70,empleado,88,212580,628,300063,2,0,hogar,0,104519,0,0,0,0,0,0,0,0,0,4,2,6,1,0,bajo,0,train_balanced
CASE-00143,28730829,48,salta,42,empleado,57,133623,850,0,1,1,hogar,2,205530,0,0,0,0,0,0,0,0,0,11,4,2,0,0,bajo,0,train_balanced
CASE-00943,45689633,52,salta,42,empleado,24,308934,688,49451,0,1,comercio,1,648974,0,0,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00386,22286113,55,buenos aires,103,monotributista,7,101809,401,150038,1,1,lesiones,0,260701,0,0,1,0,0,0,0,0,0,12,4,3,0,0,bajo,0,train_balanced
CASE-00676,35520087,36,salta,108,empleado,54,211339,585,252572,3,0,comercio,1,179292,1,0,0,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00658,41896611,49,tucuman,19,monotributista,14,199302,369,165567,3,0,auto,1,301771,0,0,0,0,0,0,0,0,0,5,2,4,0,0,bajo,0,train_balanced
CASE-00059,28859690,34,salta,35,empleado,62,240820,423,217598,1,2,comercio,3,350203,0,0,0,0,0,0,0,0,0,7,3,1,0,0,bajo,0,train_balanced
CASE-00787,20146083,45,buenos aires,30,monotributista,25,226760,589,174247,2,0,comercio,1,72577,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00793,45886644,36,caba,59,empleado,32,419111,770,701184,0,0,comercio,0,111548,0,0,0,0,0,1,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00639,39071798,29,tucuman,36,empleado,75,179247,617,121579,3,0,robo,1,44142,0,0,0,0,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00649,37102612,27,salta,19,autonomo,18,32594,448,21279,1,1,auto,0,110727,0,0,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00521,28795041,34,tucuman,41,empleado,15,323345,568,972866,2,0,hogar,1,175903,0,0,0,0,0,0,1,0,0,8,3,4,0,1,medio,0,train_balanced
CASE-00165,25093388,36,salta,68,empleado,18,193222,561,303194,0,0,robo,2,184322,0,0,0,0,0,1,0,0,0,3,1,6,1,0,bajo,0,train_balanced
CASE-00135,22409409,27,caba,61,empleado,47,373644,600,1195645,1,0,hogar,1,707415,0,0,0,0,0,0,1,0,0,7,3,5,1,0,bajo,0,train_balanced
CASE-00814,27414571,29,buenos aires,52,empleado,56,346449,797,351260,1,0,hogar,0,90326,0,0,0,0,0,0,0,0,1,3,1,3,0,1,medio,0,train_balanced
CASE-00661,42488180,40,cordoba,33,monotributista,23,83977,691,36198,2,1,lesiones,2,136692,0,0,0,0,0,0,0,0,0,9,3,6,1,0,bajo,0,train_balanced
CASE-00387,45627657,49,neuquen,37,empleado,16,348747,583,665370,1,1,comercio,0,346986,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00018,25562067,41,caba,48,autonomo,27,349719,592,970110,3,0,lesiones,2,65102,0,0,0,0,1,1,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00715,31137096,66,salta,4,autonomo,12,580942,497,731129,2,1,lesiones,1,49181,0,0,0,0,0,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00958,33849012,41,salta,107,empleado,46,278771,599,376095,3,0,comercio,0,150056,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00422,22018422,20,buenos aires,73,empleado,31,75550,594,163380,1,0,lesiones,0,60048,0,0,0,0,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00318,41908763,42,cordoba,12,empleado,34,81732,705,186789,2,1,comercio,0,130716,0,0,1,0,0,1,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00385,27200622,34,caba,9,monotributista,29,233958,708,178285,3,1,hogar,0,432175,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00535,29918154,33,mendoza,103,empleado,51,200717,650,272125,2,2,comercio,0,696158,0,0,0,0,1,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00358,20243761,37,buenos aires,51,empleado,39,148234,706,0,1,0,comercio,0,229379,0,0,0,0,0,0,0,0,0,3,1,3,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00674,33062119,49,caba,112,desempleado,5,138752,739,121055,0,0,lesiones,1,78814,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00728,43493230,40,salta,14,monotributista,16,245751,715,86554,1,0,robo,1,82908,0,0,0,0,0,0,0,0,0,7,3,1,0,0,bajo,0,train_balanced
CASE-00582,28902230,30,caba,50,autonomo,31,467883,594,670893,4,0,auto,1,343496,0,1,0,0,0,0,0,0,0,2,1,0,0,0,bajo,0,train_balanced
CASE-00123,21742166,23,buenos aires,19,monotributista,29,85200,529,109002,0,1,lesiones,0,220008,0,0,0,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00475,44510506,21,tucuman,28,autonomo,31,223737,604,31811,1,1,comercio,1,154302,0,0,0,0,0,0,0,0,0,7,3,6,1,0,bajo,0,train_balanced
CASE-00076,23456653,38,santa fe,15,empleado,79,148666,675,5777,1,0,auto,1,413365,0,0,0,0,0,0,0,0,0,2,1,6,1,0,bajo,0,train_balanced
CASE-00275,25541543,48,buenos aires,31,desempleado,6,70457,754,76149,2,0,lesiones,0,106037,0,0,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00349,20929441,36,santa fe,100,empleado,10,447690,656,1109799,1,0,robo,1,240099,0,0,0,1,0,0,0,0,1,6,2,0,0,1,medio,0,train_balanced
CASE-00212,25824648,18,tucuman,45,desempleado,5,116546,700,229149,0,1,auto,0,90762,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00738,20692289,42,caba,51,desempleado,1,53208,708,93131,2,0,comercio,1,136866,0,0,0,0,0,0,0,0,0,6,2,3,0,0,bajo,0,train_balanced
CASE-00179,45449640,45,caba,41,autonomo,30,387222,555,0,3,0,robo,1,107373,0,1,0,0,0,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00906,38432079,27,buenos aires,25,empleado,38,167423,371,95056,3,1,hogar,0,56888,0,0,0,0,0,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00290,26424788,47,buenos aires,46,empleado,58,276463,625,0,3,0,comercio,2,201157,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00220,38058474,45,mendoza,113,empleado,48,445289,566,399797,0,1,lesiones,0,224037,0,0,0,0,0,0,0,0,0,4,2,3,0,0,bajo,0,train_balanced
CASE-00588,37352107,60,mendoza,59,autonomo,11,217684,712,46586,0,0,lesiones,0,340779,0,1,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00992,44757107,34,mendoza,29,monotributista,27,119954,745,0,1,1,robo,1,379225,0,0,0,0,0,0,0,0,0,3,1,2,0,0,bajo,0,train_balanced
CASE-00683,41852197,46,santa fe,73,monotributista,27,169126,917,131420,1,1,robo,1,145233,0,0,0,0,0,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00624,25953332,30,tucuman,116,desempleado,3,60653,637,103416,1,0,auto,1,320321,0,0,0,1,0,0,0,0,1,4,2,3,0,1,medio,0,train_balanced
CASE-00490,23530662,41,salta,38,monotributista,28,247858,754,541036,3,1,comercio,0,129842,0,0,1,0,1,0,0,0,0,6,2,0,0,0,bajo,0,train_balanced
CASE-00706,28679111,28,neuquen,28,monotributista,18,283913,676,519424,1,2,comercio,1,552873,0,0,0,0,0,0,0,0,0,5,2,0,0,0,bajo,0,train_balanced
CASE-00605,31976837,35,salta,90,autonomo,21,592314,654,274055,3,2,auto,1,34657,0,1,0,0,0,0,0,0,0,1,1,0,0,0,bajo,0,train_balanced
CASE-00669,46645205,50,salta,25,empleado,46,312469,624,625960,2,2,lesiones,2,288546,0,0,0,0,0,0,0,0,0,3,1,6,1,0,bajo,0,train_balanced
CASE-00506,21221381,52,caba,68,empleado,83,334396,685,0,1,1,hogar,2,213367,0,1,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00023,35211913,25,caba,75,monotributista,22,162295,654,305141,1,1,lesiones,0,250305,0,0,0,0,0,0,0,0,0,1,1,6,1,0,bajo,0,train_balanced
CASE-00225,40359093,33,neuquen,17,empleado,95,258180,654,471366,0,0,lesiones,0,118226,0,0,0,0,1,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00554,36463421,25,salta,30,autonomo,21,396273,521,1078388,2,0,robo,2,172850,0,0,0,0,0,0,0,0,0,10,4,2,0,0,bajo,0,train_balanced
CASE-00963,31876521,18,buenos aires,44,desempleado,1,106209,836,138492,5,0,robo,0,562737,0,0,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00272,40360866,34,santa fe,52,empleado,67,197274,828,343271,0,0,lesiones,0,46868,0,0,0,0,0,0,0,0,0,2,1,2,0,0,bajo,0,train_balanced
CASE-00512,34618068,39,buenos aires,22,autonomo,23,472818,606,1076333,2,1,comercio,0,115843,0,0,0,0,1,0,0,0,0,2,1,4,0,0,bajo,0,train_balanced
CASE-00217,30286846,18,cordoba,98,autonomo,6,428772,598,993037,3,0,hogar,2,444912,0,0,0,0,0,0,1,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00966,34277175,25,mendoza,82,empleado,77,277058,556,266021,1,1,auto,2,58654,0,0,0,0,0,0,0,0,0,10,4,6,1,0,bajo,0,train_balanced
CASE-00631,24527322,32,tucuman,95,monotributista,29,154804,626,115522,3,2,auto,1,153783,0,0,0,0,1,0,0,0,0,3,1,4,0,0,bajo,0,train_balanced
CASE-00987,23511003,18,mendoza,49,desempleado,6,31331,716,13481,2,0,hogar,0,35929,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00118,20506453,50,santa fe,59,empleado,45,101189,848,45453,0,2,hogar,5,178347,0,0,1,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00846,41196820,25,tucuman,45,monotributista,7,142611,763,174912,1,0,robo,1,228845,0,0,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00735,20856495,40,santa fe,137,empleado,33,124561,691,174704,0,0,hogar,0,155767,0,0,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00447,36605227,35,cordoba,82,empleado,53,201841,611,311737,4,0,lesiones,0,486115,0,0,0,1,0,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00080,35226559,27,cordoba,152,empleado,33,316640,900,433204,1,0,hogar,0,220317,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00034,39545578,42,tucuman,83,monotributista,5,90429,601,115631,1,0,hogar,0,460298,0,0,0,1,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00341,23935806,49,salta,18,monotributista,24,179307,661,355578,1,0,hogar,0,299849,0,0,0,0,0,1,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00032,27271476,40,neuquen,44,autonomo,21,247909,718,371823,3,0,robo,1,55930,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00374,29657503,28,santa fe,35,autonomo,34,25000,618,59059,1,2,auto,0,80280,0,0,0,0,0,0,0,0,0,7,3,1,0,0,bajo,0,train_balanced
CASE-00749,29284054,32,santa fe,11,autonomo,81,170014,467,0,2,0,robo,0,246539,0,0,0,0,0,0,0,0,0,3,1,4,0,0,bajo,0,train_balanced
CASE-00303,20522797,46,mendoza,116,empleado,89,320975,980,0,1,2,auto,0,246616,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00926,33671196,24,mendoza,35,monotributista,22,141218,822,299506,1,0,lesiones,1,490130,0,0,0,0,0,0,0,0,0,6,2,0,0,0,bajo,0,train_balanced
CASE-00567,37508802,30,cordoba,16,monotributista,14,258067,607,94507,1,1,comercio,1,317984,0,0,0,0,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00595,33458049,51,cordoba,123,monotributista,44,101154,711,237324,1,0,auto,0,128613,0,0,0,0,0,0,0,0,0,8,3,3,0,0,bajo,0,train_balanced
CASE-00830,36355670,32,mendoza,16,empleado,27,208394,749,217388,2,0,lesiones,1,52611,0,0,0,0,0,0,0,0,0,1,1,6,1,0,bajo,0,train_balanced
CASE-00646,36045335,41,neuquen,36,empleado,49,216754,625,202486,5,1,lesiones,0,156492,0,0,1,0,0,0,0,0,0,5,2,4,0,0,bajo,0,train_balanced
CASE-00614,40386284,53,buenos aires,46,desempleado,4,78500,726,97733,1,0,comercio,1,815592,0,0,0,0,0,0,0,0,0,1,1,6,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00762,28108600,35,mendoza,70,monotributista,19,185935,640,298285,2,0,lesiones,0,70684,0,0,0,0,0,0,0,0,1,6,2,3,0,1,medio,0,train_balanced
CASE-00629,36787516,27,cordoba,32,empleado,33,146296,595,0,0,0,robo,0,439134,0,0,0,0,0,1,0,0,0,4,2,1,0,0,bajo,0,train_balanced
CASE-00147,33860792,18,caba,53,empleado,26,407377,637,140977,4,0,auto,1,84553,0,0,0,0,0,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00339,35985928,45,buenos aires,20,desempleado,7,58598,607,0,2,1,auto,1,542332,0,0,0,0,0,0,0,0,0,2,1,1,0,0,bajo,0,train_balanced
CASE-00411,21021983,46,neuquen,60,monotributista,16,161579,430,0,1,1,comercio,3,276053,0,0,0,0,0,0,0,0,0,5,2,6,1,0,bajo,0,train_balanced
CASE-00375,22107154,40,salta,67,empleado,33,152456,562,316631,1,0,comercio,2,353359,0,0,0,0,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00783,45966501,27,buenos aires,34,empleado,45,235878,475,116542,1,1,hogar,2,368805,0,0,0,0,1,0,0,0,0,5,2,6,1,0,bajo,0,train_balanced
CASE-00648,26185190,52,caba,27,monotributista,28,213362,696,296437,1,2,robo,1,207168,0,0,1,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00047,46256629,33,neuquen,21,empleado,58,206836,456,301835,2,0,hogar,1,283154,0,0,0,0,0,0,0,0,0,11,4,4,0,0,bajo,0,train_balanced
CASE-00014,38132747,28,cordoba,30,empleado,17,330520,811,71696,1,0,lesiones,1,246413,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00627,33889454,35,buenos aires,59,monotributista,31,186137,614,261262,3,0,comercio,0,193384,0,0,0,0,0,0,0,0,0,3,1,2,0,0,bajo,0,train_balanced
CASE-00072,39678933,58,buenos aires,19,monotributista,20,25000,528,41430,0,0,comercio,1,759912,0,0,0,0,0,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00578,21975952,24,tucuman,46,desempleado,6,56170,726,123171,1,1,auto,2,77228,0,0,1,0,0,0,0,0,0,5,2,5,1,0,bajo,0,train_balanced
CASE-00196,22791338,38,tucuman,42,autonomo,50,347304,804,227321,0,0,comercio,1,127059,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00336,44013808,27,neuquen,36,monotributista,21,56419,595,17649,3,1,comercio,1,62503,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00789,44199005,39,mendoza,74,empleado,23,258965,554,445994,3,0,lesiones,0,119069,0,0,0,1,0,0,0,0,0,5,2,1,0,0,bajo,0,train_balanced
CASE-00870,33916106,39,santa fe,14,monotributista,17,118911,751,26306,0,1,lesiones,0,57230,0,0,0,0,0,0,0,0,0,11,4,4,0,0,bajo,0,train_balanced
CASE-00682,42751314,35,caba,27,empleado,39,25000,688,0,1,1,comercio,0,209146,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00005,33596255,51,caba,80,empleado,51,353467,659,290422,0,0,comercio,0,288341,0,0,0,0,0,0,0,0,0,8,3,1,0,0,bajo,0,train_balanced
CASE-00750,39003578,45,neuquen,6,autonomo,19,474597,591,1286392,0,0,hogar,2,177708,0,1,0,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00543,36710532,57,neuquen,111,monotributista,13,223218,774,235334,2,2,robo,0,123032,0,0,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00263,35434272,47,tucuman,34,desempleado,16,45990,550,137729,0,0,comercio,1,326602,0,0,0,0,0,0,1,0,0,3,1,0,0,1,medio,0,train_balanced
CASE-00854,37028114,32,salta,35,autonomo,28,44690,722,3159,2,0,comercio,0,134336,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00010,35385150,47,santa fe,50,autonomo,30,166748,646,11893,4,0,comercio,4,492308,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00510,23756330,47,buenos aires,43,empleado,42,328700,696,573898,1,0,lesiones,4,511206,0,0,0,0,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00708,42206354,43,neuquen,65,empleado,53,210250,663,351359,1,0,auto,0,215245,0,0,0,0,0,0,0,0,0,11,4,4,0,0,bajo,0,train_balanced
CASE-00956,34742512,43,cordoba,67,monotributista,7,178408,555,88555,0,1,robo,0,74880,1,0,0,0,1,0,0,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00306,28549906,29,santa fe,19,monotributista,31,181257,933,215231,1,0,auto,1,211451,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00075,31639736,45,tucuman,58,monotributista,26,159321,838,225551,1,1,robo,0,446238,0,0,0,0,0,0,0,0,0,6,2,4,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00057,42811423,24,salta,18,empleado,27,244529,784,421804,0,0,comercio,0,35094,0,1,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00817,24652595,38,mendoza,119,autonomo,105,357608,633,667745,0,1,auto,1,164944,0,0,0,1,1,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00193,27135580,44,santa fe,83,empleado,60,237089,755,53925,4,0,lesiones,0,170112,0,0,0,1,0,0,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00258,41235650,47,caba,121,empleado,61,130493,679,3014,1,0,hogar,1,48656,0,0,0,0,0,0,0,0,0,1,1,6,1,0,bajo,0,train_balanced
CASE-00226,32682774,41,santa fe,24,autonomo,38,278262,824,158468,1,0,comercio,0,150298,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00945,42511510,29,mendoza,60,empleado,27,288058,774,419315,4,1,comercio,0,293727,0,0,0,0,0,0,0,0,0,7,3,5,1,0,bajo,0,train_balanced
CASE-00667,21092886,34,tucuman,80,empleado,68,124206,642,0,2,0,comercio,1,403119,1,0,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00541,39714309,45,tucuman,70,empleado,35,441864,544,287632,3,1,comercio,1,102491,0,0,0,0,0,0,0,0,0,3,1,5,1,0,bajo,0,train_balanced
CASE-00043,41927851,59,salta,97,monotributista,22,146098,600,0,2,0,robo,2,121060,0,0,0,0,0,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00525,46803615,39,cordoba,17,autonomo,19,306149,497,521543,2,0,comercio,0,139013,0,0,0,1,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00520,42824403,27,buenos aires,87,empleado,40,327884,436,520647,3,0,comercio,1,122384,0,0,0,0,0,0,0,0,0,4,2,3,0,0,bajo,0,train_balanced
CASE-00760,38322368,26,caba,154,empleado,75,317077,690,456386,1,0,robo,1,98500,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00835,25487317,59,salta,67,empleado,42,276317,566,315692,2,2,robo,1,105331,0,0,0,0,0,0,0,0,0,6,2,0,0,0,bajo,0,train_balanced
CASE-00189,39012183,34,santa fe,51,monotributista,47,174433,376,191247,2,1,hogar,0,151189,0,1,0,0,0,0,0,0,0,3,1,0,0,0,bajo,0,train_balanced
CASE-00464,31789964,41,salta,19,empleado,21,358541,547,0,2,1,lesiones,0,170054,0,1,0,1,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00268,24935500,38,salta,117,empleado,28,296494,780,207548,0,0,lesiones,1,162893,0,0,0,0,0,0,0,0,0,5,2,5,1,0,bajo,0,train_balanced
CASE-00224,36072326,46,tucuman,15,desempleado,4,126486,831,373012,0,0,lesiones,1,191226,0,1,0,0,0,1,1,0,0,11,4,4,0,1,medio,0,train_balanced
CASE-00481,36040078,46,caba,22,autonomo,21,218054,840,634708,1,1,lesiones,0,1229751,0,0,0,0,0,0,1,0,0,11,4,5,1,1,medio,0,train_balanced
